jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,status_validasi
Dalam Negeri,RSU KARSA HUSADA BATU,A.YANI 10-13 NGAGLIK BATU,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610002935,2026-02-26,EJ24022,2,"DUS, 5 AMPUL @ 10 ML",2026-05-30 00:00:00,,VALID
Dalam Negeri,RSU KARSA HUSADA BATU,A.YANI 10-13 NGAGLIK BATU,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610002935,2026-02-26,HJ24091,2,"DUS, 5 AMPUL @ 10 ML",2026-08-30 00:00:00,,VALID
Dalam Negeri,INST FAR RSAU DR M MUNIR LANUD ABD MALANG,"DR. M. MUNIR NO. 18, JL",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,Jawa Timur,Kab. Malang,8320754164,2026-03-11,PIM67054,2,"DUS, 10 VIAL @ 10 ML",2027-11-30 00:00:00,-,VALID
Dalam Negeri,RS DEPO FAR DR SOEDONO MADIUN,"DR. SUTOMO 59, JL",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,Jawa Timur,Kab. Malang,8320756390,2026-03-26,PIM67054,1,"DUS, 10 VIAL @ 10 ML",2027-11-30 00:00:00,-,VALID
Dalam Negeri,RSUD IBNU SINA KAB GRESIK,DR.WAHIDIN SUDIRO H./243 GRK,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609002460,2026-02-14,EJ24022,4,"DUS, 5 AMPUL @ 10 ML",2026-05-30 00:00:00,,VALID
Dalam Negeri,RSUD IBNU SINA KAB GRESIK,DR.WAHIDIN SUDIRO H./243 GRK,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609005849,2026-03-31,AJ25089,10,"DUS, 5 AMPUL @ 10 ML",2027-01-30 00:00:00,,VALID
Dalam Negeri,RS PTPN XII ROLAS NUSANTARA MEDIKA,DSN. KRIKILAN RT. 003 RW. 003 TEGALHARJO GLENMORE,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG JEMBER,Jawa Timur,Kab. Jember,54260008907,2026-03-12,4641074,1,"DUS, 5 VIAL @ 10 ML",2026-05-31 00:00:00,-,VALID
Dalam Negeri,RS BAPTIS,IBH.PRANOTO 1-7 KEDIRI,,,KETAMINE HYDROCHLORIDE,KETAGES,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610003249,2026-03-04,LJ25017,4,"DUS, 2 AMPUL @ 10 ML",2027-12-30 00:00:00,,VALID
Dalam Negeri,INSTALASI FARMASI MITRA SEHAT MEDIKA,INSTALASI FARMASI MITRA SEHAT MEDIKA JL. RAYA BY PASS PANDAAN NO. 6 PANDAAN,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,400117260004455,2026-03-25,2408014,3,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / INSTALASI FARMASI MITRA SEHAT MEDIKA / DKL0408013443B1,VALID
Dalam Negeri,INSTALASI FARMASI MITRA SEHAT MEDIKA,INSTALASI FARMASI MITRA SEHAT MEDIKA JL. RAYA BY PASS PANDAAN NO. 6 PANDAAN,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,400117260004501,2026-03-25,2408014,7,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / INSTALASI FARMASI MITRA SEHAT MEDIKA / DKL0408013443B1,VALID
Dalam Negeri,ASRI MEDICAL KLINIK,"jalan hasannudin, Desa/kelurahan gentengwetan. kec. genteng",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,Jawa Timur,Kab. Jember,312326000086,2026-02-23,2408014,2,Dus 1 Vial @ 10 ml,2026-08-30 00:00:00,,VALID
Dalam Negeri,KLINIK UTAMA PANASEA,JALAN MH. THAMRIN NO 02,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,Jawa Timur,Kab. Jember,312326000024,2026-01-15,2408014,2,Dus 1 Vial @ 10 ml,2026-08-30 00:00:00,,VALID
Dalam Negeri,KLINIK UTAMA PANASEA,JALAN MH. THAMRIN NO 02,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,Jawa Timur,Kab. Jember,312326000146,2026-03-31,2408014,2,Dus 1 Vial @ 10 ml,2026-08-30 00:00:00,,VALID
Dalam Negeri,RUMAH SAKIT UMUM DAERAH SYARIIFAH AMBANI RATO EBU KABUPATEN,JALAN PEMUDA KAFFA NOMOR 9 PEJAGAN,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260009005.400116260009005400116260009005),2026-03-13,2408014,50,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / RUMAH SAKIT UMUM DAERAH SYARIIFAH AMBANI RATO EBU KABUPATEN / DKL0408013443B1,VALID
Dalam Negeri,RUMAH SAKIT UMUM DAERAH SYARIIFAH AMBANI RATO EBU KABUPATEN,JALAN PEMUDA KAFFA NOMOR 9 PEJAGAN,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260001340.400116260001340400116260001340),2026-01-14,2408014,50,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / RUMAH SAKIT UMUM DAERAH SYARIIFAH AMBANI RATO EBU KABUPATEN / DKL0408013443B1,VALID
Dalam Negeri,RUMAH SAKIT UMUM DAERAH GRATI KABUPATEN PASURUAN,JALAN RAYA GRATI NO. 199. RANU KLINDUNGAN NO. 199 RANUKLINDUNGAN GRATI,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,400117260001022,2026-01-20,2408014,10,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / RUMAH SAKIT UMUM DAERAH GRATI KABUPATEN PASURUAN / DKL0408013443B1,VALID
Dalam Negeri,RUMAH SAKIT UMUM DAERAH GRATI KABUPATEN PASURUAN,JALAN RAYA GRATI NO. 199. RANU KLINDUNGAN NO. 199 RANUKLINDUNGAN GRATI,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,400117260001286,2026-01-24,2408014,5,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / RUMAH SAKIT UMUM DAERAH GRATI KABUPATEN PASURUAN / DKL0408013443B1,VALID
Dalam Negeri,RSU SUMEKAR SUMENEP,JL ARYA WIRARAJA NO 99 SUMENEP,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26001685,2026-01-30,E25006E,50,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,IFRSIA ESTO EBHU,JL DR CIPTO NO 38 A SUMENEP KOTA SUMENEP,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26001251,2026-01-24,C25006E,120,"DUS, 1 VIAL @ 10 ML",2027-03-25 00:00:00,,VALID
Dalam Negeri,IFRSIA ESTO EBHU,JL DR CIPTO NO 38 A SUMENEP KOTA SUMENEP,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26001611,2026-01-29,E25006E,120,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RUMAH SAKIT UMUM PUSAT SURABAYA,JL INDRAPURA NO 17 KREMBANGAN KREMBANGAN SELATAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,ETHICA INDUSTRI FARMASI (SITE JABABEKA),ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402260310,2026-02-10,E25I0489A,10,"DUS, 5 AMPUL @ 10 ML",2028-09-30 00:00:00,,VALID
Dalam Negeri,RUMAH SAKIT UMUM PUSAT SURABAYA,JL INDRAPURA NO 17 KREMBANGAN KREMBANGAN SELATAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,ETHICA INDUSTRI FARMASI (SITE JABABEKA),ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402260310,2026-02-10,E25I0489A,10,"DUS, 5 AMPUL @ 10 ML",2028-09-30 00:00:00,,VALID
Dalam Negeri,RUMAH SAKIT IBU DAN ANAK KHODIJAH,JL AHMAD YANI NO 88 JENGGAWAN KABUPATEN,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26001319,2026-01-26,C25006E,20,"DUS, 1 VIAL @ 10 ML",2027-03-25 00:00:00,,VALID
Dalam Negeri,KLINIK PRATAMA KASIH IBU,JL AHMAD YANI NO 88 JENGGAWAN KABUPATEN,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26001805,2026-01-31,E25006E,50,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RS AN NOOR MEDIKA,JL ANDANSARI NO 1 NGAGLIK TIMUR KEL SUKOMU,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26003202,2026-02-18,E25006E,30,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RS AN NOOR MEDIKA,JL ANDANSARI NO 1 NGAGLIK TIMUR KEL SUKOMU,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26004272,2026-02-28,E25006E,30,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RS AN NOOR MEDIKA,JL ANDANSARI NO 1 NGAGLIK TIMUR KEL SUKOMUL,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26001449,2026-01-28,C25006E,25,"DUS, 1 VIAL @ 10 ML",2027-03-25 00:00:00,,VALID
Dalam Negeri,RS AN NOOR MEDIKA,JL ANDANSARI NO 1 NGAGLIK TIMUR KEL SUKOMUL,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26001449,2026-01-28,E25006E,5,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RSU SUMEKAR SUMENEP,JL ARYA WIRARAJA NO 99 SUMENEP,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26003340,2026-02-20,E25006E,50,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RS BAWEAN ORTHOPEDI,Jl Bawean no 40 Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,5230,2026-01-29,27K555,2,"DUS, 1 VIAL @ 10 ML",2027-11-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RSIA ESTO EBHU,JL DR. CIPTO NO.38 KOLOR KOTA SUMENEP SUMENEP JAWA TIMUR,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,ETHICA INDUSTRI FARMASI (SITE JABABEKA),ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402241303,2026-01-22,E25G0339A,30,"DUS, 5 AMPUL @ 10 ML",2028-07-31 00:00:00,,VALID
Dalam Negeri,RSIA ESTO EBHU,JL DR. CIPTO NO.38 KOLOR KOTA SUMENEP SUMENEP JAWA TIMUR,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,ETHICA INDUSTRI FARMASI (SITE JABABEKA),ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402241303,2026-01-22,E25I0488A,30,"DUS, 5 AMPUL @ 10 ML",2028-09-30 00:00:00,,VALID
Dalam Negeri,RS INSTALASI FARMASI AL HUDA,JL GAMBIRAN NO. 225 GENTENG-BANYUWA,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,UNITED DICO CITAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,953615,2026-01-17,PIM71553,10,"DUS, 1 VIAL @ 10 ML",2026-11-01 00:00:00,,VALID
Dalam Negeri,RS INSTALASI FARMASI AL HUDA,JL GAMBIRAN NO. 225 GENTENG-BANYUWA,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,UNITED DICO CITAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,959421,2026-03-07,PIB10754,5,"DUS, 1 VIAL @ 10 ML",2027-01-01 00:00:00,,VALID
Dalam Negeri,RS INSTALASI FARMASI AL HUDA,JL GAMBIRAN NO. 225 GENTENG-BANYUWA,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,UNITED DICO CITAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,960527,2026-03-17,PIB10754,5,"DUS, 1 VIAL @ 10 ML",2027-01-01 00:00:00,,VALID
Dalam Negeri,RSU DARMAYU MADIUN,JL KAPTEN TENDEAN BO 47 KEC. TAMAN KEL. DEMANGAN MADIUN 35360203,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,ETHICA INDUSTRI FARMASI (SITE JABABEKA),ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402236596,2026-01-17,E25G0339A,2,"DUS, 5 AMPUL @ 10 ML",2028-07-31 00:00:00,,VALID
Dalam Negeri,RUMAH SAKIT AISYIYAH BOJONEGORO,JL KH HASYIM ASYARI NO 17,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260009748.400116260009748400116260009748),2026-03-24,2408014,5,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / RUMAH SAKIT AISYIYAH BOJONEGORO / DKL0408013443B1,VALID
Dalam Negeri,RS MUHAMMADIYAH,JL KHA DAHLAN NO14,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26002244,2026-02-04,E25006E,5,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RUMAH SAKIT SHEILA MEDIKA,JL LETJEN WAHONO NO 77 - 79 BY PASS JUANDA,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26005584,2026-03-25,E25006E,10,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RUMAH SAKIT IBU DAN ANAK FATIMAH,JL LETJEND SUPRAPTO NO 555 RT RW DESA,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26006432,2026-03-31,E25006E,10,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RS UTAMA HUSADA JEMBER,JL MANGGAR NO 134 TEGALSARI AMBULU,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG JEMBER,Jawa Timur,Kab. Jember,INVJBR260101927,2026-01-17,27K555,2,"DUS, 1 VIAL @ 10 ML",2027-11-30 00:00:00,,VALID
Dalam Negeri,RS UTAMA HUSADA JEMBER,JL MANGGAR NO 134 TEGALSARI AMBULU,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG JEMBER,Jawa Timur,Kab. Jember,INVJBR260300480,2026-03-05,27K555,3,"DUS, 1 VIAL @ 10 ML",2027-11-30 00:00:00,,VALID
Dalam Negeri,RS UTAMA HUSADA JEMBER,JL MANGGAR NO 134 TEGALSARI AMBULU,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG JEMBER,Jawa Timur,Kab. Jember,INVJBR260203134,2026-02-25,27K555,2,"DUS, 1 VIAL @ 10 ML",2027-11-30 00:00:00,,VALID
Dalam Negeri,RS UTAMA HUSADA JEMBER,JL MANGGAR NO 134 TEGALSARI AMBULU,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG JEMBER,Jawa Timur,Kab. Jember,INVJBR260201542,2026-02-13,27K555,1,"DUS, 1 VIAL @ 10 ML",2027-11-30 00:00:00,,VALID
Dalam Negeri,RS UTAMA HUSADA JEMBER,JL MANGGAR NO 134 TEGALSARI AMBULU,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG JEMBER,Jawa Timur,Kab. Jember,INVJBR260200170,2026-02-03,27K555,1,"DUS, 1 VIAL @ 10 ML",2027-11-30 00:00:00,,VALID
Dalam Negeri,RSIA NUR UMMI NUMBI NUN,Jl Manukan tengah blok 51J/4-6 Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,6749,2026-02-06,27K555,15,"DUS, 1 VIAL @ 10 ML",2027-11-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RSIA NUR UMMI NUMBI NUN,Jl Manukan tengah blok 51J/4-6 Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,4188,2026-01-26,27K555,15,"DUS, 1 VIAL @ 10 ML",2027-11-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RUMAH SAKIT IBU DAN ANAK KHODIJAH,JL PELITA III RT002 RW 003 DESA MRIYUNAN KEC,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-26002717,2026-02-11,E25006E,20,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RSD BALUNG INSFAR,JL RAMBIPUJI NO 19 BALUNG JEMBER,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG JEMBER,Jawa Timur,Kab. Jember,INVJBR260101314,2026-01-13,27K555,6,"DUS, 1 VIAL @ 10 ML",2027-11-30 00:00:00,,VALID
Dalam Negeri,RSD BALUNG INSFAR,JL RAMBIPUJI NO 19 BALUNG JEMBER,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG JEMBER,Jawa Timur,Kab. Jember,INVJBR260300541,2026-03-05,27K555,10,"DUS, 1 VIAL @ 10 ML",2027-11-30 00:00:00,,VALID
Dalam Negeri,RSD BALUNG INSFAR,JL RAMBIPUJI NO 19 BALUNG JEMBER,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG JEMBER,Jawa Timur,Kab. Jember,INVJBR260201254,2026-02-11,27K555,2,"DUS, 1 VIAL @ 10 ML",2027-11-30 00:00:00,,VALID
Dalam Negeri,RSD BALUNG INSFAR,JL RAMBIPUJI NO 19 BALUNG JEMBER,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG JEMBER,Jawa Timur,Kab. Jember,INVJBR260200399,2026-02-04,27K555,2,"DUS, 1 VIAL @ 10 ML",2027-11-30 00:00:00,,VALID
Dalam Negeri,RS NAHDLATUL ULAMA BABAT LMG,Jl Raya Babat Lamongan no 9 Lamongan,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,4605,2026-01-27,27K555,18,"DUS, 1 VIAL @ 10 ML",2027-11-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RS INSTALASI BUNDA,JL RAYA KANDANGAN NO. 23-24 KANDANGAN-BENOWO,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49260009266,2026-01-15,4641074,2,"DUS, 5 VIAL @ 10 ML",2026-05-31 00:00:00,-,VALID
Dalam Negeri,RSI PERDANA MEDICA,Jl Raya Kutisari No 6 - Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,10608,2026-02-27,27K555,2,"DUS, 1 VIAL @ 10 ML",2027-11-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RS MARSUDI WALUYO,"JL Raya Mondoroko KM.9 Singosari,Malang",,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,5137,2026-02-04,27B521,1,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RSI MADINAH KASEMBON,"JL RAYA SUKOSARI NO. 32, DS. SUKOSARI, KEC. KASEMBON, KAB. MALANG KEDIRI",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,UNITED DICO CITAS CABANG MALANG,Jawa Timur,Kab. Malang,389889,2026-02-25,PIB10754,4,"DUS, 1 VIAL @ 10 ML",2027-01-01 00:00:00,,VALID
Dalam Negeri,RS PERMATA HATI,JL RAYA TAMBAKBOYO NO 02 LAMONGAN,,,KETAMINE HYDROCHLORIDE,KETAGES,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609005918,2026-03-31,LJ25017,7,"DUS, 2 AMPUL @ 10 ML",2027-12-30 00:00:00,,VALID
Dalam Negeri,RSU ANNA MEDIKA MADURA,JL RE. MARTADINATA NO. 10,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,310526000506,2026-03-12,2408013,10,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RS APOTEK NINDHITA SPG,Jl Syamsul Arifin No 87 Sampang,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,11010,2026-02-28,27K555,10,"DUS, 1 VIAL @ 10 ML",2027-11-01 00:00:00,Tamivell Injeksi,VALID
