jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,status_validasi
Dalam Negeri,RS BAPTIS BATU,JL.RAYA TLEKUNG 1 JUNREJO,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000507,2025-08-21,2405053,2,Dus 1 Vial @ 10 ml,2026-07-30 00:00:00,3579,VALID
Dalam Negeri,RS U M INST FARM,JL.RAYA TLOGOMAS NO.45,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000488,2025-08-13,2405053,2,Dus 1 Vial @ 10 ml,2026-07-30 00:00:00,3507,VALID
Dalam Negeri,RS U M INST FARM,JL.RAYA TLOGOMAS NO.45,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000801,2025-12-03,2408013,3,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3507,VALID
Dalam Negeri,RS U M INST FARM,JL.RAYA TLOGOMAS NO.45,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000848,2025-12-16,2408013,3,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3507,VALID
Dalam Negeri,RS U M INST FARM,JL.RAYA TLOGOMAS NO.45,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000635,2025-10-07,2408013,2,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3507,VALID
Dalam Negeri,RS U M INST FARM,JL.RAYA TLOGOMAS NO.45,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000746,2025-11-08,2408013,4,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3507,VALID
Dalam Negeri,RS U M INST FARM,JL.RAYA TLOGOMAS NO.45,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000756,2025-11-11,2408013,2,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3507,VALID
Dalam Negeri,RS U M INST FARM,JL.RAYA TLOGOMAS NO.45,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000443,2025-07-28,2401027,2,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,3507,VALID
Dalam Negeri,RS U M INST FARM,JL.RAYA TLOGOMAS NO.45,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000299,2025-07-09,2401027,3,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,3507,VALID
Dalam Negeri,RSU AL ITTIHAD,JL.RAYA TOGOGAN SRENGAT,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000502,2025-08-18,2405053,3,Dus 1 Vial @ 10 ml,2026-07-30 00:00:00,3505,VALID
Dalam Negeri,RSU AL ITTIHAD,JL.RAYA TOGOGAN SRENGAT,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000682,2025-10-20,2408013,3,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3505,VALID
Dalam Negeri,RS DR ETTY ASHARTO,JL.SAJID NO.44 RT.10/RW.02 BATU,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000776,2025-11-25,2408013,1,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3579,VALID
Dalam Negeri,RS DR ETTY ASHARTO,JL.SAJID NO.44 RT.10/RW.02 BATU,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000354,2025-07-26,2401027,1,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,3579,VALID
Dalam Negeri,RS DR ETTY ASHARTO,JL.SAJID NO.44 RT.10/RW.02 BATU,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000529,2025-08-30,2405053,1,Dus 1 Vial @ 10 ml,2026-07-30 00:00:00,3579,VALID
Dalam Negeri,RS DR ETTY ASHARTO,JL.SAJID NO.44 RT.10/RW.02 BATU,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000601,2025-09-23,2408013,1,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3579,VALID
Dalam Negeri,RS MITRA KELUARGA SURABAYA,JL.SATELIT INDAH II DARMO SATELIT TANJUNGSARI-SUKOMANUNGGAL,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49250261013,2025-12-17,4641075,1,"DUS, 1 VIAL @ 10 ML",2026-05-31 00:00:00,-,VALID
Dalam Negeri,RS MITRA KELUARGA SURABAYA,JL.SATELIT INDAH II DARMO SATELIT TANJUNGSARI-SUKOMANUNGGAL,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49250261015,2025-12-17,4641075,1,"DUS, 1 VIAL @ 10 ML",2026-05-31 00:00:00,-,VALID
Dalam Negeri,RSU PINDAD TUREN,JL.SEMERU NO.1 TUREN MALANG,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2510019311,2025-10-07,EJ24022,2,"DUS, 5 AMPUL @ 10 ML",2026-05-30 00:00:00,,VALID
Dalam Negeri,RSU PINDAD TUREN,JL.SEMERU NO.1 TUREN MALANG,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2510020026,2025-10-23,EJ24022,1,"DUS, 5 AMPUL @ 10 ML",2026-05-30 00:00:00,,VALID
Dalam Negeri,RSU PINDAD TUREN,JL.SEMERU NO.1 TUREN MALANG,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2510021268,2025-11-18,EJ24022,6,"DUS, 5 AMPUL @ 10 ML",2026-05-30 00:00:00,,VALID
Dalam Negeri,RSU PINDAD TUREN,JL.SEMERU NO.1 TUREN MALANG,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2510021430,2025-11-21,EJ24022,5,"DUS, 5 AMPUL @ 10 ML",2026-05-30 00:00:00,,VALID
Dalam Negeri,RS HERMINA MADIUN,JL.SIDO MAKMUR RINGROAD BARAT RT.028 RW.007 KEL.MANGUHARJO KOTA MADIUN,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,312425000861,2025-11-21,2408013,10,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RSIA INS FARM PURI,Jl.Taman Slamet No.20 Malang,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,39895,2025-09-23,2408013,1,Dus 1 Vial @ 10 ml,2026-08-01 00:00:00,KTM 100mg Injeksi 1vial/10ml,VALID
Dalam Negeri,RSUD DR MOH SOEWANDI DEPO,JL.TAMBAKREJO 45-47,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,310525002226,2025-11-24,2408013,10,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RSUD DR MOH SOEWANDI DEPO,"JL.TAMBAKREJO 45-47,SURABAYA",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,310525001499,2025-08-23,2408013,10,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RSUD DR MOH SOEWANDI DEPO,"JL.TAMBAKREJO 45-47,SURABAYA",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,310525001720,2025-09-24,2408013,30,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RSUD DR MOH SOEWANDI DEPO,"JL.TAMBAKREJO 45-47,SURABAYA",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,310525001923,2025-10-21,2408013,30,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RS RS MEDIKALOKA MALANG HERMINA,JL.TANGKUBAN PRAHU NO.33 RT.03/RW.07,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000624,2025-10-02,2408013,2,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3579,VALID
Dalam Negeri,RS RS MEDIKALOKA MALANG HERMINA,JL.TANGKUBAN PRAHU NO.33 RT.03/RW.07,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000725,2025-11-03,2408013,3,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3573,VALID
Dalam Negeri,RS RS MEDIKALOKA MALANG HERMINA,JL.TANGKUBAN PRAHU NO.33 RT.03/RW.07,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,311625000751,2025-11-10,2408013,3,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,3573,VALID
Dalam Negeri,RSIA PUSURA TEGALSARI,"JL.TEGAL SARI NO.59,SURABAYA",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,310525002486,2025-12-22,2408014,1,Dus 1 Vial @ 10 ml,2026-08-30 00:00:00,,VALID
Dalam Negeri,RSIA PUSURA TEGALSARI,"JL.TEGAL SARI NO.59,SURABAYA,SURABAYA",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,300525002581,2025-10-28,2408013,1,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313525001023,2025-11-29,2408013,3,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313525000586,2025-07-24,2405053,2,Dus 1 Vial @ 10 ml,2026-07-30 00:00:00,,VALID
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313525000587,2025-07-24,2405053,2,Dus 1 Vial @ 10 ml,2026-07-30 00:00:00,,VALID
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313525000685,2025-08-26,2405053,4,Dus 1 Vial @ 10 ml,2026-07-30 00:00:00,,VALID
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313525000704,2025-08-30,2408013,2,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RSU AMINAH BTR,JL.Veteran No.39 Blitar,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,45145,2025-10-24,27B521,1,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RSU AMINAH BTR,JL.Veteran No.39 Blitar,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,46777,2025-11-03,27B521,1,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RSU AMINAH BTR,JL.Veteran No.39 Blitar,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,52190,2025-12-05,27B521,1,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RSU AMINAH BTR,JL.Veteran No.39 Blitar,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,56124,2025-12-29,27B521,1,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RSU SUMEKAR SUMENEP,JLN ARYA WIRARAJA NO 99 MENGGELING SUMENEP,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",KETAMINE HYDROCHLORIDE,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-25021131,2025-11-13,E25006E,60,"DUS, 1 VIAL @ 10 ML",2027-05-16 00:00:00,,VALID
Dalam Negeri,RSU RACHMI DEWI GRS,Jln. Jawa No. 79 - 81 Kotabaru Gresik,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,36383,2025-07-11,2405053,3,Dus 1 Vial @ 10 ml,2026-07-01 00:00:00,KTM 100mg Injeksi 1vial/10ml,VALID
Dalam Negeri,RSIA INSTALASI FARMASI MUHAMMADIYAH,JLN. RAYA PANGLIMA SUDIRMAN NO 65 MAYANGAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG JEMBER,Jawa Timur,Kab. Jember,54250040461,2025-11-24,4641074,1,"DUS, 5 VIAL @ 10 ML",2026-05-31 00:00:00,-,VALID
Dalam Negeri,RSIA MUSLIMAT JOMBANG,JLN.URIP SUMOHARJO NO.34 0321-874453 JOMBANG,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,UNITED DICO CITAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,944911,2025-11-08,PIM71553,2,"DUS, 1 VIAL @ 10 ML",2026-11-01 00:00:00,,VALID
Dalam Negeri,RSIA MUSLIMAT JOMBANG,JLN.URIP SUMOHARJO NO.34 0321-874453 JOMBANG,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,UNITED DICO CITAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,945158,2025-11-10,PIM71553,2,"DUS, 1 VIAL @ 10 ML",2026-11-01 00:00:00,,VALID
Dalam Negeri,RSIA MUSLIMAT JOMBANG,JLN.URIP SUMOHARJO NO.34 0321-874453 JOMBANG,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,UNITED DICO CITAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,949429,2025-12-10,PIB10754,5,"DUS, 1 VIAL @ 10 ML",2027-01-01 00:00:00,,VALID
Dalam Negeri,RS WARON HOSPITAL,"KALIWARON NO. 106, 108, 110, 112, 114 SURABAYA",,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG SURABAYA I,Jawa Timur,Kota Surabaya,INVSB1251103829,2025-11-18,27B403,3,"DUS, 1 VIAL @ 10 ML",2027-06-30 00:00:00,,VALID
Dalam Negeri,RS BHAKTI HUSADA,KRIKILAN GLENMORE,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,Jawa Timur,Kab. Jember,132325006225,2025-04-24,2401027,3,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,,VALID
Dalam Negeri,RSK MOJOWARNO,"l. Merdeka No.59, Mojodukuh, Mojowangi, Kec. Mojowarno, Kabupaten Jomban",,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,DISTRIVERSA BUANAMAS CABANG SURABAYA,Jawa Timur,Kota Surabaya,LDA-SPJ-25008177,2025-05-14,E24010E,10,"DUS,1 VIAL 10 ML",2026-05-29 00:00:00,,VALID
Dalam Negeri,RSUD KANJURUHAN KEPANJEN,PANGGUNG REJO 1 KEPANJEN MLG,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2510023424,2025-12-29,HJ24091,10,"DUS, 5 AMPUL @ 10 ML",2026-08-30 00:00:00,,VALID
Dalam Negeri,RS CITRA LAND MEDIKA CIPUTRA HOSPITAL,PERUMAHAN CITRALAND SURABAYA. JL. WEST RADIAL ROAD BLOK CF-6 KEL. MADE. KEC. SAMBIKEREP,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116250042571.400116250042571400116250042571),2025-12-05,2408013,10,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / PT. CITRA LAND MEDIKA - CIPUTRA HOSPITAL / DKL0408013443B1,VALID
Dalam Negeri,RSIA PONDOK JATI,PONDOK JATI BLOK AK NO. 11-13,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313525000887,2025-10-21,2408013,1,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,,VALID
Dalam Negeri,RS DR ETTY ASHARTO,RS DR. ETTY ASHARTO JL. SAJID NO.44. PESANGGRAHAN. BATU,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,400117250015242,2025-07-25,2405053,1,Dus 1 Vial @ 10 ml,2026-07-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / RS DR. ETTY ASHARTO / DKL0408013443B1,VALID
Dalam Negeri,RS RSIA IDAF HUSADA,"RUKO WISATA BUKIT MAS II,BL:RF,NO:11 LIDAH WETAN LAKARSANTRI",,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG SURABAYA 2,Jawa Timur,Kota Surabaya,INVSB2251207326,2025-12-23,27B521,3,"DUS, 1 VIAL @ 10 ML",2027-06-30 00:00:00,,VALID
Dalam Negeri,RUMAH SAKIT ISLAM GONDANGLEGI,RUMAH SAKIT ISLAM GONDANGLEGI JL. HAYAM WURUK NO.66 RT.001 RW.001. GONDANGLEGI WETAN. GONDANGLEGI,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,400117250022843,2025-11-11,2408013,1,Dus 1 Vial @ 10 ml,2026-08-31 00:00:00,KTM 100 INJEKSI 1 VIAL 10 ML / RUMAH SAKIT ISLAM GONDANGLEGI / DKL0408013443B1,VALID
Dalam Negeri,RUMAH SAKIT ROYAL SURABAYA,Rungkut Industri I/1 Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,61097,2025-11-12,27B521,10,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RUMAH SAKIT ROYAL SURABAYA,Rungkut Industri I/1 Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,60127,2025-11-06,27B521,10,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RUMAH SAKIT ROYAL SURABAYA,Rungkut Industri I/1 Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,66250,2025-12-05,27B521,20,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RUMAH SAKIT ROYAL SURABAYA,Rungkut Industri I/1 Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,63635,2025-11-25,27B521,20,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RUMAH SAKIT ROYAL SURABAYA,Rungkut Industri I/1 Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,68667,2025-12-17,27B521,10,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RUMAH SAKIT ROYAL SURABAYA,Rungkut Industri I/1 Surabaya,,,KETAMINE HYDROCHLORIDE,TAMIVELL,NOVELL PHARMACEUTICAL LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,53953,2025-10-07,27B403,10,"DUS, 1 VIAL @ 10 ML",2027-06-01 00:00:00,Tamivell Injeksi,VALID
Dalam Negeri,RS RSUD CARUBAN MADIUN,"A. YANI KM 2, JL",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,Jawa Timur,Kab. Malang,8320753995,2026-03-10,PIM67054,5,"DUS, 10 VIAL @ 10 ML",2027-11-30 00:00:00,-,VALID
Dalam Negeri,RS RSUD CARUBAN MADIUN,"A. YANI KM 2, JL",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,Jawa Timur,Kab. Malang,8320753996,2026-03-10,PIM67054,3,"DUS, 10 VIAL @ 10 ML",2027-11-30 00:00:00,-,VALID
