jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,anomaly_label
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO NO. 90,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202506/11874,2025-06-18,EL4849,20,"DUS, 1 VIAL @ 1 G",2026-11-22 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WAVA HUSADA,"JL. PANGLIMA SUDIRMAN 99A KEPANJEN, KAB. MALANG 65163",MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005128,2025-06-18,IMRPA51582,60,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO 90 KEPUTRAN TEGALSARI SURABAYA JAWA TIMUR 60264,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125099575,2025-06-18,I603N007,10,"DUS, 1 VIAL @ 0.5 GRAM",2027-10-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,24543,2025-06-18,O4094,15,"DUS, 1 VIAL @ 1 G",2026-11-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,RS GRIYA HUSADA,JL. MAYJEND. PANJAITAN NO. 22 KOTA MADIUN 63133,KOTA MADIUN,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-06-18,IMRPA41574,10,"DUS, 1 VIAL @ 1 G",2026-12-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS DARMAYU,JL. DR. SOETOMO NO 44-50 PONOROGO,Kab. Ponorogo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG MADIUN,JAWA TIMUR,KOTA MADIUN,FKMDU/202506/04506,2025-06-18,EF4577B,1,"DUS, 1 VIAL @ 1 G",2026-06-14 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,"NUSA KAMBANGAN NO. 56, JL",Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,JAWA TIMUR,KAB. MALANG,8320695650,2025-06-18,PSH87953,5,"DUS, 10 VIAL @ 1 G",2026-07-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,IFRS BHAKTI RAHAYU,JL. KETINTANG MADYA I/16,Kota Surabaya,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM TRIHYDRATE,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG SURABAYA 2,JAWA TIMUR,KOTA SURABAYA,INVSB2250605266,2025-06-19,EHL199,1,"DUS, 1 VIAL @ 1 G",2025-12-31 00:00:00,TRIAL,Lainnya,1
DALAM NEGERI,RSUD TONGAS,JL. RAYA TONGAS NO. 229 DS.CURAHDRINGU KEC.TONGAS KAB.PROBOLINGGO 67252,Kab. Probolinggo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-125043497]125043497,2025-06-19,IMRPA51582,19,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO 90 KEPUTRAN TEGALSARI SURABAYA JAWA TIMUR 60264,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125100148,2025-06-19,IMRPA51582,20,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS DJATIROTO,LUMAJANG,Kab. Lumajang,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,250756763,2025-06-19,I604O005,6,"DUS, 1 VIAL @ 1 G",2028-01-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS ADI HUSADA SURABAYA,JL. KAPASARI NO. 97-101,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341084329,2025-06-19,PSH88253,3,"DUS, 10 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK GET WELL SOON,JL. LEBAK JAYA II UTARA NO. 25,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,130525033505,2025-06-19,O4084,3,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,RSUD TONGAS,JL. RAYA TONGAS NO. 229 DS.CURAHDRINGU KEC.TONGAS KAB.PROBOLINGGO 67252,Kab. Probolinggo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-125043497]125043497,2025-06-19,IMRPA51590,181,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RS BHAKTI HUSADA,DSN. KRIKILAN RT/RW 03/03 GLENMORE BANYUWANGI 68466,Kab. Banyuwangi,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-125043502]125043502,2025-06-19,IMRPA51582,5,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS SANTA CLARA,"BILITON NO. 15, JL",Kab. Madiun,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,JAWA TIMUR,KAB. MALANG,8320696114,2025-06-19,PSH87953,1,"DUS, 10 VIAL @ 1 G",2026-07-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSU PINDAD,"JL. SEMERU NO.01 RT.04 RW.20 TUREN, MALANG",Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG MALANG,JAWA TIMUR,KAB. MALANG,2808440203,2025-06-19,J42622J,1,"DUS, 10 VIAL @ 1 G",2026-10-19 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO NO. 90,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202506/13916,2025-06-20,EL4960B,22,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI SITI HAJAR,JL. R. PATAH NO.70-72 PUCANG ANOM SIDOARJO 61213,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325006734,2025-06-20,IMRPA51582,11,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD JOMBANG,JL. KH WAKHID HASYIM NO. 52 KEPANJEN JOMBANG 61411,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125101186,2025-06-20,IMRPA51582,59,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD JOMBANG,JL. KH WAKHID HASYIM NO. 52 KEPANJEN JOMBANG 61411,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125101186,2025-06-20,IMRPA51582,91,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI SITI HAJAR,JL. R. PATAH NO.70-72 PUCANG ANOM SIDOARJO 61213,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325006734,2025-06-20,IMRPA51582,39,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS CITRA HUSADA,JL. TERATAI NO 22 GEBANG PATRANG JEMBER 68117,Kab. Jember,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-325002991]325002991,2025-06-20,IMRPA51590,20,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,24900,2025-06-20,O4015,10,"DUS, 1 VIAL @ 1 G",2027-01-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,RS MANYAR MEDICAL CENTER,JL. RAYA MANYAR NO. 9,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,130525033709,2025-06-20,O4084,6,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR SAIFUL ANWAR,"JL. JAKSA AGUNG SUPRAPTO NO. 1-2 KEL. KLOJEN KEC. KLOJEN, KOTA MALANG 65111",KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125068563,2025-06-20,IMRPA51582,40,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK KAWI,JL. KAWI KIOS NO.3-4 RT.006 RW.004 BARENG KLOJEN KOTA MALANG 65116,KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125068611,2025-06-20,I604N075,9,"DUS, 1 VIAL @ 1 GRAM",2027-08-31 00:00:00,NAN,Apotek,1
DALAM NEGERI,RS MITRA KELUARGA,JL.JEND S. PARMAN NO 8 RT 00 RW 00 WARU WARU SIDOARJO 61256,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125101173,2025-06-20,IMRPA51581,2,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSU PINDAD,"JL. SEMERU NO.01 RT.04 RW.20 TUREN, MALANG",Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG MALANG,JAWA TIMUR,KAB. MALANG,2808443163,2025-06-20,J42622J,2,"DUS, 10 VIAL @ 1 G",2026-10-19 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSUD DR SAIFUL ANWAR,"JL. JAKSA AGUNG SUPRAPTO NO. 1-2 KEL. KLOJEN KEC. KLOJEN, KOTA MALANG 65111",KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125068563,2025-06-20,IMRPA51582,260,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO NO. 90,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202506/13916,2025-06-20,EL4849,8,"DUS, 1 VIAL @ 1 G",2026-11-22 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK SEHAT JAYA PORONG,JL. RAYA PORONG NO.156 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM 1 G POWDER INJECTION (INACTIVE),MEPROFARM,SEHAT JAYA ANUGERAH,JAWA TIMUR,KAB. SIDOARJO,04184/SJA/06/25,2025-06-21,D4L281,2,BOX 10 VIAL,2026-11-01 00:00:00,NAN,Apotek,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,MENSA BINASUKSES CABANG MALANG,JAWA TIMUR,KAB. MALANG,250766267,2025-06-21,I603N007,30,"DUS, 1 VIAL @ 0.5 GRAM",2027-10-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO 90 KEPUTRAN TEGALSARI SURABAYA JAWA TIMUR 60264,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125101489,2025-06-21,IMRPA51582,3,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO 90 KEPUTRAN TEGALSARI SURABAYA JAWA TIMUR 60264,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125101489,2025-06-21,IMRPA51582,7,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS SIDOWARAS,JL. RAYA PASAR SAWAHAN KM. 10 BANGSAL MOJOKERTO,Kab. Mojokerto,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,2502701015181/SJ25027011891/250271016435,2025-06-21,IJ24038,3,"DUS , 10 VIAL @ 1G",2026-09-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI PUNTEN,JL. KENANGA NO 300 KOTA BATU,KOTA BATU,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG MALANG,JAWA TIMUR,KAB. MALANG,2808446911,2025-06-23,J42622J,2,"DUS, 10 VIAL @ 1 G",2026-10-19 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,APOTEK 2 OSCAR,JALAN DHARMAWANGSA NO. 28 RT.008 RW.001 AIRLANGGA GUBENG,Kota Surabaya,Jawa Timue,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,PENTA VALENT CABANG SIDOARJO,JAWA TIMUR,KOTA SURABAYA,400116250021447,2025-06-23,D4L286,1,"DUS, 10 VIAL @ 1 G",2026-11-30 00:00:00,MEROPENEM INJEKSI 1 G / APT. 2 OSCAR / GKL1515623944B1,Apotek,1
DALAM NEGERI,RSUD BALUNG,JL RAMBIPUJI NO. 19 BALUNGLOR BALUNG 68161,Kab. Jember,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-325003047]325003047,2025-06-23,IMRPA51590,50,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS AMINAH,JL. VETERAN NO.39 KEPANJEN KIDUL KOTA BLITAR 66117,KOTA BLITAR,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005282,2025-06-23,IMRPA51590,11,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK NASA FARMA,JL. MOJOPAHIT NO.90 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341085746,2025-06-23,PSH88253,1,"DUS, 10 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Apotek,1
DALAM NEGERI,RS AHMAD DAHLAN,"GATOT SUBROTO N0. 84 , JL",Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,JAWA TIMUR,KAB. MALANG,8320696752,2025-06-23,PSH87953,5,"DUS, 10 VIAL @ 1 G",2026-07-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS AMINAH,JL. VETERAN NO.39 KEPANJEN KIDUL KOTA BLITAR 66117,KOTA BLITAR,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005282,2025-06-23,IMRPA51582,9,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO NO. 90,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202506/15605,2025-06-23,EL4960B,10,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS BAPTIS KEDIRI,"B.POL IBH PRANOTO 1-7, JL",Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPEX,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,JAWA TIMUR,KAB. MALANG,8320696653,2025-06-23,PSH88653,10,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS BAPTIS KEDIRI,"B.POL IBH PRANOTO 1-7, JL",Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPEX,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,JAWA TIMUR,KAB. MALANG,8320696653,2025-06-23,PSL89452,10,"DUS, 1 VIAL @ 1 G",2026-10-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO 90 KEPUTRAN TEGALSARI SURABAYA JAWA TIMUR 60264,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125102139,2025-06-23,IMRPA51582,20,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS UNIVERSITAS MUHAMMADIYAH,"JL. RAYA TLOGOMAS NO.45 RT.002 RW.002 LANDUNGSARI, DAU, KAB. MALANG 65151",MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005303,2025-06-23,IMRPA51590,19,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS CITRA HUSADA,JL. TERATAI NO 22 GEBANG PATRANG JEMBER 68117,Kab. Jember,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-325003019]325003019,2025-06-23,IMRPA51590,98,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS HERMINA,"JL. TANGKUBANPRAHU NO.33, KOTA MALANG 65119",KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125069330,2025-06-23,IMRPA51582,15,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WIJAYA KUSUMA,JL. A.YANI NO.149 LUMAJANG 67311,Kab. Lumajang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-325003041]325003041,2025-06-23,IMRPA51590,40,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MARSUDI WALUYO,"JL. RY MONDOROKO SINGOSARI, KAB. MALANG 65153",MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005265,2025-06-23,IMRPA51582,10,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK KAWI,JL. KAWI KIOS NO.3-4 RT.006 RW.004 BARENG KLOJEN KOTA MALANG 65116,KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125069471,2025-06-23,I603N007,9,"DUS, 1 VIAL @ 0.5 GRAM",2027-10-31 00:00:00,NAN,Apotek,1
DALAM NEGERI,PERSADA HOSPITAL,JL.PANJI SUROSO ARAYA BUSINESS CENTRE KAV.II-IV MA,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FKMLG/202506/09334,2025-06-23,EL4848B,5,"DUS, 1 VIAL @ 1 G",2026-11-22 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS CITRA MEDIKA,JL SURABAYA MOJOKERTO KM 44 TARIK,Kab. Mojokerto,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA II,JAWA TIMUR,KOTA SURABAYA,FKSB2/202506/14236,2025-06-23,EM4850,20,"DUS, 1 VIAL @ 1 G",2026-12-11 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,25392,2025-06-24,O4015,5,"DUS, 1 VIAL @ 1 G",2027-01-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
