jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,anomaly_label
DALAM NEGERI,INSTALASI FARMASI NAHDLATUL ULAMA,JL.KH HASYIM ASYARI NO.211 JOMBANG,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341119124,2025-09-09,PSF62654,1,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Lainnya,1
DALAM NEGERI,RS AMINAH,JL. VETERAN NO.39 KEPANJEN KIDUL KOTA BLITAR 66117,KOTA BLITAR,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325008084,2025-09-09,IMRPA51590,20,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSU ANANDA,JL. MASTRIP NO. 14 SRENGAT-SRENGAT,Kab. Blitar,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,56250052050,2025-09-09,56F0931,1,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS BHAYANGKARA,JL. KYAI ILYAS NO. 7 LUMAJANG,Kab. Lumajang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,8370318558,2025-09-09,PSB16454,5,"DUS, 10 VIAL @ 1 G",2028-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MITRA KELUARGA,JL.SATELIT INDAH II DARMO SATELIT TANJUNGSARI-SUKOMANUNGGAL,Kota Surabaya,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250183880,2025-09-09,56D0205,2,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS SILOAM,JL. GAJAH MADA 104 KALIWATES JEMBER,Kab. Jember,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,PARIT PADANG GLOBAL CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,8370318589,2025-09-09,IMRPA41539,10,"DUS, 1 VIAL @ 1 G",2026-08-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PRIMA HUSADA,"JL. SURABAYA-MALANG KM.54 LEMAHBANG SUKOREJO, KOTA PASURUAN 67175",KOTA PASURUAN,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325008088,2025-09-09,IMRPA51590,20,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS GRAHA SEHAT,JL. RAYA PANGLIMA SUDIRMAN NO. 2 B KRAKSAAN,Kab. Probolinggo,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,54250030559,2025-09-09,56A0673,5,"BOX, 1 VIAL X 1 GRAM",2027-03-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS REKSA WALUYA,JL. MOJOPAHIT 422 MOJOKERTO TL. 0321-322170322511,Kab. Mojokerto,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341118759,2025-09-09,PSF62654,3,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSU PRIMA MEDIKA,JL.SOEKARNO HATTA TULUNGAGUNG,Kab. Tulungagung,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,LAB MEDIKA SEJAHTERA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FC -2509-944126,2025-09-09,D4E796,2,"DUS, 10 VIAL @ 1 G",2026-05-01 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK NASA FARMA,JL. MOJOPAHIT NO.90 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341118713,2025-09-09,PSF62654,2,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Apotek,1
DALAM NEGERI,RS BHAYANGKARA HASTA BRATA,JL. KARTINI NO. 1,Kota Batu,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,IVC/SBY/250900547,2025-09-10,PSG66853,10,"DUS, 10 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PT AMARIS NUSANTARA GEMILANG,JL BOULEVARD FAMILI SELATAN KAV I,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA II,JAWA TIMUR,KOTA SURABAYA,FKSB2/202509/05705,2025-09-10,FB4984A,5,"DUS, 1 VIAL @ 1 G",2027-02-17 00:00:00,NAN,PBF,1
DALAM NEGERI,PT AMARIS NUSANTARA GEMILANG,JL BOULEVARD FAMILI SELATAN KAV I,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA II,JAWA TIMUR,KOTA SURABAYA,FKSB2/202509/05705,2025-09-10,FB4984B,15,"DUS, 1 VIAL @ 1 G",2027-02-17 00:00:00,NAN,PBF,1
DALAM NEGERI,RSK ST VINCENTIUS A PAULO,"JL. DIPONEGORO, 51, DARMO, WONOKROMO, KOTA SURABAYA, JAWA TIMUR, 60241 60241",KOTA SURABAYA,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325010049,2025-09-10,IMRPA51595,196,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RSK ST VINCENTIUS A PAULO,"JL. DIPONEGORO, 51, DARMO, WONOKROMO, KOTA SURABAYA, JAWA TIMUR, 60241 60241",KOTA SURABAYA,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325010049,2025-09-10,IMRPA51595,89,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS RIZANI,JL.RAYA SURABAYA-SITUBONDO KM 135,Kab. Probolinggo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,8370318721,2025-09-10,PSB16454,25,"DUS, 10 VIAL @ 1 G",2028-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WAVA HUSADA,"JL. PANGLIMA SUDIRMAN 99A KEPANJEN, KAB. MALANG 65163",MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325008156,2025-09-10,IMRPA51590,80,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS DELTA SURYA,JL PAHLAWAN NO 9,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA II,JAWA TIMUR,KOTA SURABAYA,FKSB2/202509/05733,2025-09-10,FB4984B,5,"DUS, 1 VIAL @ 1 G",2027-02-17 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD JOMBANG,JL. KH WAKHID HASYIM NO. 52 KEPANJEN JOMBANG 61411,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325010074,2025-09-10,IMRPA51595,9,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD JOMBANG,JL. KH WAKHID HASYIM NO. 52 KEPANJEN JOMBANG 61411,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325010074,2025-09-10,IMRPA51595,81,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,PERSADA HOSPITAL,JL.PANJI SUROSO ARAYA BUSINESS CENTRE KAV.II-IV MA,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FKMLG/202509/03708,2025-09-10,EL4960B,5,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR MOHAMMAD ZYN,JL.RAJAWALI NO.10 - SAMPANG,Kab. Sampang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341119460,2025-09-10,PSF62654,2,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WAVA HUSADA,JL. PANGLIMA SUDIRMAN NO. 99A DILEM - KEPANJEN,Malang,Jawa Timur,MEROPENEM,MEROPENEM,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,56250052431,2025-09-10,55F0125,2,"DUS, 10 VIAL @ 0,5 G",2026-06-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSI LUMAJANG,LUMAJANG,Kab. Lumajang,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,251163989,2025-09-10,I604O005,20,"DUS, 1 VIAL @ 1 G",2028-01-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSK ST VINCENTIUS A PAULO,"JL. DIPONEGORO, 51, DARMO, WONOKROMO, KOTA SURABAYA, JAWA TIMUR, 60241 60241",KOTA SURABAYA,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325010049,2025-09-10,IMRPA51590,196,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RSI AISYIYAH,"JL. SULAWESI NO.16 KASIN, KLOJEN SAWAHAN",Kota Malang,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,56250052452,2025-09-10,56F0931,5,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSK ST VINCENTIUS A PAULO,"JL. DIPONEGORO, 51, DARMO, WONOKROMO, KOTA SURABAYA, JAWA TIMUR, 60241 60241",KOTA SURABAYA,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325010049,2025-09-10,IMRPA51590,19,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,MAYAPADA HOSPITAL,JL. MAYJEND SUNGKONO NO. 16-20 SURABAYA 60225,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125151531,2025-09-10,I037O001,15,"DUS, 1 VIAL @ 1 G",2028-03-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,MAYAPADA HOSPITAL,JL. MAYJEND SUNGKONO NO. 16-20 SURABAYA 60225,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125151531,2025-09-10,IMRPA51590,15,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,KLINIK UTAMA KEDUNGDORO,JL. DHARMAHUSADA UTARA NO.12 RT.007 RW.002 KEL. MOJO. KEC. GUBENG,Kota Surabaya,Jawa Timur,MEROPENEM,GRANEM 1,GRACIA PHARMINDO,PENTA VALENT CABANG SIDOARJO,JAWA TIMUR,KOTA SURABAYA,400116250030947,2025-09-10,AL304,2,"DUS, 1 VIAL @ 1 G",2025-11-30 00:00:00,GRANEM @ 1 VIAL / KLINIK UTAMA KEDUNGDORO / DKL1035307344B1,Klinik,1
DALAM NEGERI,RS BINA SEHAT,JL. JAYANEGARA NO. 7 KALIWATES,Kab. Jember,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,54250031061,2025-09-10,56D0199,5,"BOX, 1 VIAL X 1 GRAM",2027-03-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS BHAYANGKARA,JL. KOMBES POL. DURYAT NO. 17,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,IVC/SBY/250900532,2025-09-10,PSG66853,40,"DUS, 10 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS BHAYANGKARA,KOMBES POL M DURYAT NO.17 DANDANGAN,Kota Kediri,Jawa Timur,MEROPENEM,MEROPENEM,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,55250035236,2025-09-10,55F0125,2,"DUS, 10 VIAL @ 0,5 G",2026-06-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSUD DR DARSONO,JL. AHMAD YANI NO. 51 PACITAN 63511,Kab. Pacitan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-09-10,IMRPA51595,120,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RSUD R T NOTOPURO,JL.MOJOPAHIT NO.667. KEL. CELEP. KEC. SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,PENTA VALENT CABANG SIDOARJO,JAWA TIMUR,KOTA SURABAYA,400116250031041,2025-09-11,D4L286,15,"DUS, 10 VIAL @ 1 G",2026-11-30 00:00:00,MEROPENEM INJEKSI 1 G / RSUD R.T. NOTOPURO / GKL1515623944B1,Rumah Sakit,1
DALAM NEGERI,RS LIRBOYO,JL. DR. SAHARJO CAMPUREJO - MOJOROTO,Kota Kediri,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,55250035428,2025-09-11,56G0189,2,"BOX, 1 VIAL X 1 GRAM",2027-06-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS LIRBOYO,JL. DR. SAHARJO CAMPUREJO - MOJOROTO,Kota Kediri,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,55250035428,2025-09-11,56F0931,3,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL. NUSAKAMBANGAN NO. 56,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,IVC/SBY/250900636,2025-09-11,PSG66853,5,"DUS, 10 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PERSADA HOSPITAL,JL.PANJI SUROSO ARAYA BUSINESS CENTRE KAV.II-IV MA,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FKMLG/202509/04225,2025-09-11,EL4960B,5,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PKU MUHAMMADIYAH,JL. PEGADAIAN NO. 12,Jepara,Jawa Tengah,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,IVC/SBY/250900662,2025-09-11,PSG66853,1,"DUS, 10 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RUMAH SAKIT AL AZIZ,JL RAYA TEMBELANG,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,KIMIA FARMA (PERSERO) TBK (PULO GADUNG),KIMIA FARMA TRADING & DISTRIBUTION CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,2808647190,2025-09-11,K42628J,1,"DUS, 10 VIAL @ 1 G",2026-11-19 00:00:00,NAN,Lainnya,1
DALAM NEGERI,RSUD DR MOHAMMAD ZYN,JL.RAJAWALI NO.10 - SAMPANG,Kab. Sampang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341119844,2025-09-11,PSF62654,3,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI SURABAYA,JL. A. YANI 2-4,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,2309364143,2025-09-11,K42624J,1,"DUS, 10 VIAL @ 1 G",2026-11-05 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,PT AMARIS NUSANTARA GEMILANG,JL BOULEVARD FAMILI SELATAN KAV I,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,"MEROSAN 0,5",SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA II,JAWA TIMUR,KOTA SURABAYA,FKSB2/202509/07052,2025-09-11,EF4578,10,"DUS, 1 VIAL @ 0,5 G",2026-06-07 00:00:00,NAN,PBF,1
DALAM NEGERI,RSI SITI HAJAR,JL. RADEN PATAH NO. 70-72,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,IVC/SBY/250900560,2025-09-11,PSG66853,3,"DUS, 10 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,SILOAM HOSPITAL,JL. RAYA GUBENG 70 SURABAYA 60281,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125104217,2025-09-11,IMRPA51582,35,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK PRAMITA,"JL. GAJAH MADA 36 MENANGGAL, MOJOSARI",Kab. Mojokerto,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,KIMIA FARMA (PERSERO) TBK (PULO GADUNG),KIMIA FARMA TRADING & DISTRIBUTION CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,2808647192,2025-09-11,K42628J,1,"DUS, 10 VIAL @ 1 G",2026-11-19 00:00:00,NAN,Apotek,1
DALAM NEGERI,RSU AISYIYAH,JL. DR. SUTOMO NO.18-24 PONOROGO 63419,Kab. Ponorogo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-09-12,IMRPA51595,20,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,DINAS KESEHATAN KABUPATEN GRESIK,JL. DR.WAHIDIN SUDIROHUSODO 702,Kab. Gresik,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341120574,2025-09-12,PSF62654,3,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Lainnya,1
DALAM NEGERI,PERSADA HOSPITAL,JL. PANJI SUROSO NO.2-4,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,131625022103,2025-09-12,O4045,5,"DUS, 1 VIAL @ 1 G",2027-05-28 00:00:00,3573,Rumah Sakit,1
DALAM NEGERI,RSIA HERMINA,JL.TANGKUBANPRAHU NO.33 - KEL.KAUMAN,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FKMLG/202509/04595,2025-09-12,EL4960B,3,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MITRA KELUARGA,JL.SATELIT INDAH II DARMO SATELIT TANJUNGSARI-SUKOMANUNGGAL,Kota Surabaya,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250186985,2025-09-12,56D0205,1,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSUD DR SAIFUL ANWAR,"JL. JAKSA AGUNG SUPRAPTO NO. 1-2 KEL. KLOJEN KEC. KLOJEN, KOTA MALANG 65111",KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125104642,2025-09-12,IMRPA51590,500,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,325008253,2025-09-12,IMRPA51582,12,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,KLINIK LAVENDER,JL RUNGKUT MUTIARA NO.11B GUNUNG ANYAR,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,2309366825,2025-09-12,D5B465,1,"DUS, 10 VIAL @ 1 G",2027-02-28 00:00:00,-,Klinik,1
DALAM NEGERI,APOTEK NASA FARMA,JL. MOJOPAHIT NO.90 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341120428,2025-09-12,PSF62654,2,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Apotek,1
DALAM NEGERI,APOTEK MARGOREJO INDAH,JL.RAYA MARGOREJO INDAH NO.60-68,Kota Surabaya,Jawa Timur,MEROPENEM,GRANEM 1,GRACIA PHARMINDO,PENTA VALENT CABANG SIDOARJO,JAWA TIMUR,KOTA SURABAYA,400116250031236,2025-09-12,AL304,10,"DUS, 1 VIAL @ 1 G",2025-11-30 00:00:00,GRANEM @ 1 VIAL / APT.MARGOREJO INDAH / DKL1035307344B1,Apotek,1
