jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,kategori_obat,anomaly_label,anomaly_reason
Dalam Negeri,APOTEK FARMASI,JL. MESIGIT 17,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-04-25,N2603043,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK FARMASI,JL. MESIGIT 17,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-01-05,N2510080,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-10-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,RSD KALISAT,JL. MH THAMRIN NO.31 RT.004 RW.004 - KALISAT,JEMBER,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG JEMBER,Jawa Timur,Kab. Jember,"4,00118E+14",2026-02-24,N2512024,20.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RSD KALISAT / GKL1843000210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSD KALISAT,JL. MH THAMRIN NO.31 RT.004 RW.004 - KALISAT,JEMBER,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG JEMBER,Jawa Timur,Kab. Jember,"4,00118E+14",2026-04-16,N2601065.1,5.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RSD KALISAT / GKL1843000210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSD KALISAT,JL. MH THAMRIN NO.31 RT.004 RW.004 - KALISAT,JEMBER,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG JEMBER,Jawa Timur,Kab. Jember,"4,00118E+14",2026-04-24,N2603043,29.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RSD KALISAT / GKL1843000210A1,Rumah Sakit,misoprostol,-1,Isolation Forest outlier (ML)
Dalam Negeri,KLINIK UTAMA PANASEA,JL. MH. THAMRIN NO.2 LUMAJANG 67373,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126034122,2026-05-06,TIVTA50034,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK UTAMA PANASEA,JL. MH. THAMRIN NO.2 LUMAJANG 67373,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126037401,2026-05-19,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK UTAMA PANASEA,JL. MH. THAMRIN NO.2 LUMAJANG 67373,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126004022,2026-01-19,TIVTA50032,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK UTAMA PANASEA,JL. MH. THAMRIN NO.2 LUMAJANG 67373,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126018187,2026-03-05,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK UTAMA PANASEA,JL. MH. THAMRIN NO.2 LUMAJANG 67373,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126008894,2026-02-03,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK UTAMA PANASEA,JL. MH. THAMRIN NO.2 LUMAJANG 67373,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126015977,2026-02-27,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK UTAMA PANASEA,JL. MH. THAMRIN NO.2 LUMAJANG 67373,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126025874,2026-04-07,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,RSIA ABDHI FAMILI,"JL. MOH. IKROM MULYOREJO RT. 02 RW. 01 DS. WRINGINREJO, KEC. GAMBIRAN KAB. BANYUWANGI - JAWA TENGAH",BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG JEMBER,Jawa Timur,Kab. Jember,2602601003608/SJ26026003314/260261003925,2026-03-25,IS25042,5.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSIA ABDHI FAMILI,"JL. MOH. IKROM MULYOREJO RT. 02 RW. 01 DS. WRINGINREJO, KEC. GAMBIRAN KAB. BANYUWANGI - JAWA TENGAH",BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG JEMBER,Jawa Timur,Kab. Jember,2602601004911/SJ26026004489/260261005327,2026-04-21,IS25041,3.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS MEDIKA MULIA,JL. MOJOPAHIT 699 TUBAN,TUBAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MERAPI UTAMA PHARMA CABANG SIDOARJO II,Jawa Timur,Kab. Sidoarjo,2600301006116/SJ26003006955/260031007064,2026-03-12,N2511051,4.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS MEDIKA MULIA,JL. MOJOPAHIT 699 TUBAN,TUBAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO II,Jawa Timur,Kab. Sidoarjo,2600301003683/SJ26003004080/260031004140,2026-02-11,IS25041,3.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS MEDIKA MULIA,JL. MOJOPAHIT 699 TUBAN,TUBAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO II,Jawa Timur,Kab. Sidoarjo,2600301004604/SJ26003005166/260031005247,2026-02-24,IS25041,1.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RUMAH SAKIT MEDIKA MULIA TBA,"Jl. Mojopahit 699,Tuban",TUBAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,13918,2026-03-16,N2511051,3.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,Misoprostol 200 mcg tablet NUL,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS REKSA WALUYA,JL. MOJOPAHIT NO.422 KEL. KRANGGAN. KEC. KRANGGAN,MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260000222.400116260000222400116260000222),2026-01-06,N2510080,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-10-31,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RS REKSA WALUYA / GKL1843000210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS REKSA WALUYA,JL. MOJOPAHIT NO.422 KEL. KRANGGAN. KEC. KRANGGAN,MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260008305.400116260008305400116260008305),2026-03-09,N2601049,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-01-31,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RS REKSA WALUYA / GKL1843000210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS REKSA WALUYA,JL. MOJOPAHIT NO.422 KEL. KRANGGAN. KEC. KRANGGAN,MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260017401),2026-05-19,N2603044,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-31,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RS REKSA WALUYA / GKL1843000210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK VALENTINE,JL. MT. HARYONO NO. 11,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,Jawa Timur,Kab. Jember,"1,32326E+11",2026-02-13,A5K171,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-10-30,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK VALENTINE,JL. MT. HARYONO NO. 11,PT MEPROFARM,0J0800,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,Jawa Timur,Kab. Jember,"1,32326E+11",2026-04-30,A5K171,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-10-30,,Apotek,misoprostol,1,Normal
Dalam Negeri,RS WONOLANGAN,JL. NDRINGU NO.118 PROBOLINGGO,PROBOLINGGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MERAPI UTAMA PHARMA CABANG MALANG,Jawa Timur,Kab. Malang,2601801004342/SJ26018004886/260181004964,2026-03-27,N2512025,3.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS WONOLANGAN,JL. NDRINGU NO.118 PROBOLINGGO,PROBOLINGGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MERAPI UTAMA PHARMA CABANG MALANG,Jawa Timur,Kab. Malang,2601801004560/SJ26018005114/260181005197,2026-03-31,N2512025,3.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,KIMIA FARMA KALIBOKOR SURABAYA,JL. NGAGEL JAYA NO. 1,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341172525,2026-01-15,1EG100,3.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,KIMIA FARMA KALIBOKOR SURABAYA,JL. NGAGEL JAYA NO. 1,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341200271,2026-03-25,1EG100,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,KIMIA FARMA KALIBOKOR SURABAYA,JL. NGAGEL JAYA NO. 1,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341200271,2026-03-25,1EL012,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,APOTEK OKEY FARMA,"JL. NGAGEL REJO KIDUL NO. 64, KEC. WONOKROMO",KOTA SURABAYA,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,2026020792,2026-02-18,T38250014,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-09-30,,Apotek,misoprostol,1,Normal
Dalam Negeri,RS INSFAR PANTI WALUYO SAWAHAN,"JL. NUSAKAMBANGAN 56, KOTA MALANG 65117",KOTA MALANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,Jawa Timur,Kab. Malang,126030157,2026-03-11,TIVTA50032,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS INSFAR PANTI WALUYO SAWAHAN,"JL. NUSAKAMBANGAN 56, KOTA MALANG 65117",KOTA MALANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,Jawa Timur,Kab. Malang,126052444,2026-05-04,TIVTA50032,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK BIN DAUD FARMA,JL. OLAHRAGA DSN. KRAJAN RT. 03 RW. 03 DS. SEBAUNG KEC. GENDING PROBOLINGGO,PROBOLINGGO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SEHAT JAYA ANUGERAH,Jawa Timur,Kab. Sidoarjo,04154/SJA/05/26,2026-05-20,T38250013,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-09-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,RSUD BESUKI,JL. OLAHRAGA NO. 55 BESUKI,SITUBONDO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG JEMBER,Jawa Timur,Kab. Jember,"4,00118E+14",2026-04-27,N2603043,5.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RSUD BESUKI / GKL1843000210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD INSTALASI FARMASI BESUKI,"JL. OLAHRGA NO.55 BESUKI,KEC.BESUKI KAB.SITUBONDO",SITUBONDO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG JEMBER,Jawa Timur,Kab. Jember,2602601004384/SJ26026004011/260261004747,2026-04-09,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,APOTEK BHAKTI SANTOSO,JL. P. DIPONEGORO 100 TULUNGAGUNG 66217,APOTEK,,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,@,2026-01-20,TIVTA50032,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Apotek,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,APOTEK KECIL,JL. P. DIPONEGORO NO. 17 DS/KEC. BANDUNG,TULUNGAGUNG,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026041908,2026-04-28,T38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK HERO,JL. P. SUDIRMAN NO. 99. LAWANG,MALANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,"4,00117E+14",2026-04-20,N2511028,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-30,PROSTER TABLET 3X10S / APT. HERO / DKL1108017210A1,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK HERO,JL. P. SUDIRMAN NO. 99. LAWANG,MALANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,"4,00117E+14",2026-05-15,N2511028,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-30,PROSTER TABLET 3X10S / APT. HERO / DKL1108017210A1,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK HERO,JL. P. SUDIRMAN NO. 99. LAWANG,MALANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,"4,00117E+14",2026-05-26,N2601044,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,PROSTER TABLET 3X10S / APT. HERO / DKL1108017210A1,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK DIPONEGORO 1,"Jl. P.B. Sudirman No. 57 RT. 004 RW. 004, Kel. Patokan, Kec. Situbondo Kab. Situbondo",SITUBONDO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TUNAS SURYA SENTAUSA,Jawa Timur,Kota Surabaya,NJ/2601/0354,2026-01-10,T38250007,200.0,"DUS, 3 STRIP @ 10 TABLET",2027-06-30,,Apotek,misoprostol,-1,"Z-Score outlier (statistik), Isolation Forest outlier (ML)"
Dalam Negeri,APOTEK DIPONEGORO 1,"Jl. P.B. Sudirman No. 57 RT. 004 RW. 004, Kel. Patokan, Kec. Situbondo Kab. Situbondo",SITUBONDO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TUNAS SURYA SENTAUSA,Jawa Timur,Kota Surabaya,NJ/2601/0354,2026-01-10,T38250009,300.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-30,,Apotek,misoprostol,-1,"Z-Score outlier (statistik), Isolation Forest outlier (ML)"
Dalam Negeri,APOTEK DIPONEGORO 1,"Jl. P.B. Sudirman No. 57 RT. 004 RW. 004, Kel. Patokan, Kec. Situbondo Kab. Situbondo",SITUBONDO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TUNAS SURYA SENTAUSA,Jawa Timur,Kota Surabaya,NJ/2603/0536,2026-03-12,T38250009,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-30,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK DIPONEGORO 1,"Jl. P.B. Sudirman No. 57 RT. 004 RW. 004, Kel. Patokan, Kec. Situbondo Kab. Situbondo",SITUBONDO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TUNAS SURYA SENTAUSA,Jawa Timur,Kota Surabaya,NJ/2604/1210,2026-04-23,T38250012,500.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-30,,Apotek,misoprostol,-1,"Z-Score outlier (statistik), Isolation Forest outlier (ML)"
Dalam Negeri,RSUD KABUPATEN KEDIRI,JL. PAHLAWAN KUSUMA BANGSA NO 1 PARE KAB KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260011973),2026-04-02,N2601049,7.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD KABUPATEN KEDIRI,JL. PAHLAWAN KUSUMA BANGSA NO 1 PARE KAB KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260011973),2026-04-02,N2512024,3.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD KABUPATEN KEDIRI,JL. PAHLAWAN KUSUMA BANGSA NO 1 PARE KAB KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260015122),2026-04-25,N2603043,10.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD KABUPATEN KEDIRI,JL. PAHLAWAN KUSUMA BANGSA NO 1 PARE KAB KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260000777),2026-01-07,N2510080,10.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD KABUPATEN KEDIRI,JL. PAHLAWAN KUSUMA BANGSA NO 1 PARE KAB KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260002593),2026-01-21,N2511002,62.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Rumah Sakit,misoprostol,-1,Isolation Forest outlier (ML)
Dalam Negeri,RSUD KABUPATEN KEDIRI,JL. PAHLAWAN KUSUMA BANGSA NO 1 PARE KAB KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260006363),2026-02-18,N2511002,22.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Rumah Sakit,misoprostol,-1,Isolation Forest outlier (ML)
Dalam Negeri,RSUD DR SAYIDIMAN MAGETAN,JL. PAHLAWAN NO. 2 TAMBRAN MAGETAN,MAGETAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260005650),2026-02-12,A5M518,15.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD DR SAYIDIMAN MAGETAN,JL. PAHLAWAN NO. 2 TAMBRAN MAGETAN,MAGETAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260001522),2026-01-13,AH5928,5.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS AMELIA,JL. PAHLAWAN NO. 25 A,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-03-17,N2508032,9.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS AMELIA,JL. PAHLAWAN NO. 25 A,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-03-17,N2511028,6.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS AMELIA,JL. PAHLAWAN NO. 25 A,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-04-30,N2603043,4.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS AMELIA,JL. PAHLAWAN NO. 25 A,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-04-30,N2603043,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS AMELIA,JL. PAHLAWAN NO. 25 A,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-01-15,N2508032,6.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Rumah Sakit,misoprostol,1,Normal
